Issue_Key,Issue_Type,Reporter,Summary,Category,Problem_Category,Impact,Urgency,Priority,Close_Code,Status,Assigned_To,Parent_Incident,Description_(Workaround),Date_Created,Resolution_time_(in sec),Date_Resolved,Resolution
INC-0528914,[System] Incident,IA SRS Integration,ALERT-3233: Database model has not been backed up for 48.00 hours >=48 hours for IAFTMSPDSQ01. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2023-09-11 17:11,2947,2023-09-11 18:00,Done
INC-0528915,[System] Incident,IA SRS Integration,ALERT-3233: Database msdb has not been backed up for 48.00 hours >=48 hours for IAFTMSPDSQ01. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2023-09-11 17:11,2912,2023-09-11 17:59,Done
INC-0528916,[System] Incident,IA SRS Integration,ALERT-3233: Database master has not been backed up for 48.00 hours >=48 hours for IAFTMSPDSQ01. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2023-09-11 17:11,2908,2023-09-11 17:59,Done
INC-0528940,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database ReportServer$BIZTALKDEV7 has not been backed up for 43.83 hours >=24 hours for IALDMSGSSQL28\DEV7SIT3. [Policy: DBM,Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2023-09-11 18:52,1069,2023-09-11 19:09,Done
INC-0528941,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database BAMArchive has not been backed up for 43.83 hours >=24 hours for IALDMSGSSQL28\DEV7SIT3. [Policy: ALERTMON-ALERT-3234-,Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2023-09-11 18:52,974,2023-09-11 19:08,Done
INC-0528942,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database IAESB.RetailBanking.Utility has not been backed up for 43.83 hours >=24 hours for IALDMSGSSQL28\DEV7SIT3. [Policy:,Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2023-09-11 18:52,1065,2023-09-11 19:09,Done
INC-0528951,[System] Incident,IA SRS Integration,ALERT-3233: Database REGRPT_AUG2021_ALLFORMS has not been backed up for 876000.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Cancelled,Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-11 19:52,50065,2023-09-12 09:46,Done
INC-0528969,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = NW_-_Backup__FULL_, Job id = 44A182BA-9F99-4AB8-88F5-816A6DB92A08, run date = 20210911, runtime = 173000 for IALPMSPLSQL02",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Rerun Job,2023-09-11 21:30,51134,2023-09-12 11:42,Done
INC-0528980,[System] Incident,IA SRS Integration,FREE DISKSPACE ON I:\ BACKUP LOWER THAN THRESHOLD 10.0% (203.600GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Increase disk space by 20% from original size,2023-09-11 23:13,80761,2023-09-12 21:39,Done
INC-0528984,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Work Around),Closed,Aaron Gomer Lavian,No Parent Incident,Check blocking process and ask permission to kill,2023-09-11 23:13,128869,2023-09-13 11:00,Done
INC-0528992,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database tt_IA_CLOE_PROD for IALPMSVSCL17FI4\DRTDE. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2023-09-11 23:17,9575,2023-09-12 01:56,Done
INC-0528996,[System] Incident,IA SRS Integration,"spid6s      Error: 9001, Severity: 21, State: 3.    The log for database 'EBI_MDS_ST' is not available. Check the event log for related error messages. Resolve ",Hardware,Log Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Check database status. Create logfile.,2023-09-12 00:10,126652,2023-09-13 11:20,Done
INC-0528999,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2023-09-12 00:19,212,2023-09-12 00:22,Done
INC-0529007,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_event_case_AperioIA101_TR_PROD, Job id = 0C416E62-2FE9-4725-BFE4-9AE73826866C, run date = 20210912, runtime = 100",Hardware,Job Failure,Minor / Localized,Low,Low,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2023-09-12 01:11,1556,2023-09-12 01:36,Done
INC-0529012,[System] Incident,IA SRS Integration,ALERT9-17: Unable to stat file 'E:\Microsoft SQL Server\MSSQL13.STD2016\MSSQL\Log\ERRORLOG'. (No such file or directory),Hardware,Path Unavailable,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Check directory rights,2023-09-12 01:41,67696,2023-09-12 20:29,Done
INC-0529017,[System] Incident,IA SRS Integration,"Error: 9002, Severity: 17, State: 2.    The transaction log for database 'BizTalk360' is full due to 'LOG_BACKUP'.",Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Kill long running process. Rerun transaction log backup. Rerun  process,2023-09-12 01:56,1560,2023-09-12 02:22,Done
INC-0529020,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_workflow_AperioIA101_PROD, Job id = 0F90EDE6-C356-4B0D-98CD-7B19AF33E5B8, run date = 20210912, runtime = 20000 fo",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2023-09-12 02:14,587,2023-09-12 02:23,Done
INC-0529033,[System] Incident,IA SRS Integration,ALERT10-82: Data logging failed for MSSQLOSM_METRICS.  Make sure Performance Agent is installed and running. (Operation not permitted),Hardware,Log Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Reintegrate to monitoring tool,2023-09-12 03:48,205009,2023-09-14 12:44,Done
INC-0529043,[System] Incident,IA SRS Integration,"Logon       Error: 17836, Severity: 20, State: 17.     Length specified in network packet payload did not match number of bytes read; the connection has been cl",Hardware,Connection Issue,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Update necessary  server drivers. Ensure Network is stable. Check firewalls settings. Monitor network usage. Resend data,2023-09-12 04:57,2482,2023-09-12 05:38,Done
INC-0529047,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-12 05:22,491,2023-09-12 05:30,Done
INC-0529050,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = User_DB.Backup_-_TL__Secondary_, Job id = 7101E43B-59AB-42CF-8C6E-592FAD05FC53, run date = 20210912, runtime = 52500 for B",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Work Around),Closed,Aaron Gomer Lavian,No Parent Incident,Rerun Job,2023-09-12 05:32,109759,2023-09-13 12:01,Done
INC-0529132,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = System_DB.Backup_-_TL, Job id = 424F0017-8BCD-4FC1-86BE-03611E76707E, run date = 20210912, runtime = 180000 for IALPMSPLRE",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2023-09-12 18:06,492,2023-09-12 18:14,Done
INC-0529207,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_contract_AperioIA101_PROD, Job id = C1C0C128-7294-4A98-9C5B-74A7766792E3, run date = 20210913, runtime = 1 for IA",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Rerun Job,2023-09-13 02:35,8907,2023-09-13 05:03,Done
INC-0529232,[System] Incident,IA SRS Integration,ALERT9-17: Unable to stat file 'E:\Microsoft SQL Server\MSSQL13.NONPROD\MSSQL\Log\ERRORLOG'. (No such file or directory),Hardware,Path Unavailable,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Check directory rights,2023-09-13 03:34,108576,2023-09-14 09:43,Done
INC-0529239,[System] Incident,IA SRS Integration,"MSSQL Error: 18204. spid65      Error: 18204, Severity: 16, State: 1.    BackupDiskFile::CreateMedia: Backup device 'O:\Microsoft SQL Server\MSSQL10_50.DEVCSIT2",Hardware,Operating System Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Check disk space and add 20% from original size,2023-09-13 03:49,26972,2023-09-13 11:18,Done
INC-0529243,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-13 04:52,1139,2023-09-13 05:10,Done
INC-0529297,[System] Incident,IA SRS Integration,ALERT9-17: Unable to stat file 'E:\Microsoft SQL Server\MSSQL13.STD2016\MSSQL\Log\ERRORLOG'. (No such file or directory),Hardware,Path Unavailable,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Check directory rights,2023-09-13 08:18,92043,2023-09-14 09:52,Done
INC-0529630,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Check blocking process and ask permission to kill,2023-09-13 12:19,31178,2023-09-13 20:58,Done
INC-0529735,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = NW_-_Backup__TLOG_, Job id = 22163C76-2322-4C5D-87D7-4D4E477D9CDD, run date = 20210913, runtime = 140000 for IALPMSPLSQL02",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2023-09-13 14:08,370,2023-09-13 14:14,Done
INC-0529936,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = UserDB.Integrity_Checks_-_UserDB_-_Mon, Job id = 7B024EE4-C000-4C65-B065-08BAC448B649, run date = 20210913, runtime = 1800",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Rerun Job,2023-09-13 19:45,4449,2023-09-13 20:59,Done
INC-0529961,[System] Incident,IA SRS Integration,FREE DISKSPACE ON I:\ BACKUP LOWER THAN THRESHOLD 10.0% (203.600GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,John Renoa Rimoa,No Parent Incident,Increase disk space by 20% from original size,2023-09-13 21:51,132516,2023-09-15 10:39,Done
INC-0529986,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_engmt_history_AperioIA101_PROD, Job id = BD4846F5-0D58-4175-8FF9-330A32179C09, run date = 20210914, runtime = 0 f",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Rerun Job,2023-09-14 00:11,4947,2023-09-14 01:33,Done
INC-0529994,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Cancelled,Closed,Aaron Gomer Lavian,No Parent Incident,No action required. Ticket Invalid,2023-09-14 01:11,14720,2023-09-14 05:16,Done
INC-0530002,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database Brio has not been backed up for 86.20 hours >=48 hours for IAFTMSPDSQ02. [Policy: ALERTMON-ALERT-3234-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2023-09-14 02:00,2208,2023-09-14 02:36,Done
INC-0530017,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database Brio has not been backed up for 87.20 hours >=48 hours for IAFTMSPDSQ02. [Policy: ALERTMON-ALERT-3234-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Run transaction log backup job or script,2023-09-14 03:00,8977,2023-09-14 05:29,Done
INC-0530022,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-14 04:35,2145,2023-09-14 05:10,Done
INC-0530232,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = NW_-_Backup__TLOG_, Job id = 22163C76-2322-4C5D-87D7-4D4E477D9CDD, run date = 20210914, runtime = 110000 for IALPMSPLSQL02",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Anjenett Granada,No Parent Incident,Rerun Job,2023-09-14 11:05,4161,2023-09-14 12:14,Done
INC-0530401,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Anjenett Granada,No Parent Incident,Check blocking process and ask permission to kill,2023-09-14 14:05,24102,2023-09-14 20:46,Done
INC-0530632,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'G:' SQLBACKUP LOWER THAN THRESHOLD 5.0% (33279.90 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-14 23:02,4730,2023-09-15 00:20,Done
INC-0530659,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2023-09-15 03:11,1037,2023-09-15 03:28,Done
INC-0530670,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,John Renoa Rimoa,No Parent Incident,Increase disk space by 20% from original size,2023-09-15 05:17,18813,2023-09-15 10:30,Done
INC-0531101,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2023-09-15 15:43,62745,2023-09-16 09:08,Done
INC-0531194,[System] Incident,IA SRS Integration,test_TT_End_to_End_Testing_25062012_001,Hardware,Test Alert,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-15 19:26,187,2023-09-15 19:29,Done
INC-0531266,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Tallyman_AccountFlags, Job id = 51E5ECD9-8B54-4C96-A1A3-537B8B438289, run date = 20210916, runtime = 10000 for IALPMSPLSQL",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2023-09-16 01:33,5598,2023-09-16 03:06,Done
INC-0531302,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-16 04:24,5391,2023-09-16 05:53,Done
INC-0531539,[System] Incident,IA SRS Integration,test_TT_End_to_End_Testing_25062012_001,Hardware,Test Alert,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-16 11:35,188,2023-09-16 11:38,Done
INC-0531563,[System] Incident,IA SRS Integration,test_TT_End_to_End_Testing_25062012_001,Hardware,Test Alert,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-16 12:04,192,2023-09-16 12:07,Done
INC-0531567,[System] Incident,IA SRS Integration,test_TT_End_to_End_Testing_25062012_001,Hardware,Test Alert,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-16 12:04,223,2023-09-16 12:07,Done
INC-0531569,[System] Incident,IA SRS Integration,test_TT_End_to_End_Testing_25062012_001,Hardware,Test Alert,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-16 12:06,251,2023-09-16 12:10,Done
INC-0531570,[System] Incident,IA SRS Integration,test_TT_End_to_End_Testing_25062012_001,Hardware,Test Alert,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2023-09-16 12:07,220,2023-09-16 12:10,Done
INC-0531784,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Check blocking process and ask permission to kill,2023-09-16 16:51,101717,2023-09-17 21:06,Done
INC-0531817,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = User_DB.Backup_-_TL, Job id = 2BA65800-2D62-49DA-96C8-6E2E18A5B0A5, run date = 20210916, runtime = 180000 for IALPMSPLREC0",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2023-09-16 18:02,473,2023-09-16 18:09,Done
INC-0531845,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = update_ststs_rerpt_ref, Job id = 9834B209-8BC0-443D-A26D-899FD058FB3F, run date = 20210916, runtime = 190331 for IALPMSPLS",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2023-09-16 19:28,183,2023-09-16 19:31,Done
INC-0531848,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database REGRPT_AUG2021_ALLFORMS for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Restart database,2023-09-16 19:42,5701,2023-09-16 21:17,Done
INC-0531881,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = NW_-_Backup__FULL_, Job id = 44A182BA-9F99-4AB8-88F5-816A6DB92A08, run date = 20210916, runtime = 173000 for IALPMSPLSQL02",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Rerun Job,2023-09-16 21:33,43711,2023-09-17 09:41,Done
INC-0531928,[System] Incident,IA SRS Integration,ALERT-3030: Cannot connect to MS SQL Server IALPMSVSCL28FI1\PROD. [Policy: ALERTMON-ALERT-3030-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Restart database,2023-09-17 00:21,1214,2023-09-17 00:41,Done
INC-0531975,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-17 04:21,1154,2023-09-17 04:40,Done
INC-0532509,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database copyOfCAVSep12021 for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Restart database,2023-09-17 16:32,8129,2023-09-17 18:47,Done
INC-0532560,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database copyOfCAVJul222021 for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Restart database,2023-09-17 18:47,2039,2023-09-17 19:20,Done
INC-0532566,[System] Incident,IA SRS Integration,ALERT-3233: Database REGRPT_CR143144_AUG has not been backed up for 876000.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Rendel Tulip Trimalen,No Parent Incident,Run database backup job or script,2023-09-17 19:17,3685,2023-09-17 20:18,Done
INC-0532617,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database copyOfCAVSep12021 for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Restart database,2023-09-17 22:32,14605,2023-09-18 02:35,Done
INC-0532625,[System] Incident,IA SRS Integration,"Logon       Error: 17835, Severity: 20, State: 1.     Encryption is required to connect to this server but the client library does not support encryption; the c",Hardware,Encryption Issue,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Update security measures or fix encryption codes. Update client library. Configure or enable encryption settings,2023-09-17 22:56,13327,2023-09-18 02:38,Done
INC-0532626,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2023-09-17 22:56,13759,2023-09-18 02:45,Done
INC-0532688,[System] Incident,IA SRS Integration,FREE DISKSPACE ON G:\ TEMPDB_DATA LOWER THAN THRESHOLD 5.0% (6.394GB).,Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2023-09-18 04:17,512,2023-09-18 04:25,Done
INC-0532695,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = User_DB.Backup_-_TL__Secondary_, Job id = 7101E43B-59AB-42CF-8C6E-592FAD05FC53, run date = 20210918, runtime = 52500 for B",Hardware,Job Failure,Minor / Localized,Low,Low,Cancelled,Closed,Aaron Gomer Lavian,No Parent Incident,No action required. Ticket Invalid,2023-09-18 05:37,919,2023-09-18 05:52,Done
INC-0532699,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 28.00 too high >=20 for 2 collection intervals for IALDMSVSCL17FI3\NONPRODTDE. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Aaron Gomer Lavian,No Parent Incident,Check blocking process and ask permission to kill,2023-09-18 06:09,54077,2023-09-18 21:10,Done
INC-0532700,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Significant / Large,High,High,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2023-09-18 06:10,245,2023-09-18 06:14,Done
INC-0532744,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database copyOfCAVJul222021 for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2023-09-18 10:53,28688,2023-09-18 18:51,Done
INC-0532746,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database CAV for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2023-09-18 10:53,28684,2023-09-18 18:51,Done
INC-0532829,[System] Incident,IA SRS Integration,ALERT-3233: Database REGRPT_CR143144_JULY_PIV has not been backed up for 876000.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2023-09-18 14:43,14916,2023-09-18 18:51,Done
INC-0532872,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = User_DB.Backup_-_TL__Secondary_, Job id = 7101E43B-59AB-42CF-8C6E-592FAD05FC53, run date = 20210918, runtime = 180100 for ",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Work Around),Closed,John Renoa Rimoa,No Parent Incident,Rerun Job,2023-09-18 18:23,140665,2023-09-20 09:27,Done
INC-0532875,[System] Incident,IA SRS Integration,ALERT-3233: Database REGRPT_TAXO_JULY21 has not been backed up for 876000.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2023-09-18 18:55,36247,2023-09-19 04:59,Done
